User ID,Name,Email,Subscription Start Date,Subscription Type,Country,Payment Method
963,Justin Sanders,timothyolsen@example.net,1989-09-01,Standard,Martinique,Credit Card
964,Matthew Olson,sarah34@example.com,2012-01-21,Premium,Greenland,Bank Transfer
965,Jessica Wood,darrencardenas@example.org,1982-03-12,Basic,Gibraltar,PayPal
966,,trujillojacob@example.org,2006-07-08,Standard,South Georgia and the South Sandwich Islands,Bank Transfer
967,,austintapia@example.com,2014-05-28,Basic,Ghana,Credit Card
968,Karen Wood,lori21@example.net,2003-06-29,Basic,Antigua and Barbuda,Bank Transfer
969,Alicia Rhodes,yvonne31@example.org,2003-03-23,Basic,Brunei Darussalam,PayPal
970,Garrett James,jonesbrittney@example.com,1981-11-10,Premium,Albania,PayPal
971,Jared Davis,nmaldonado@example.org,1984-01-21,Premium,Kiribati,PayPal
972,Megan Reid,emilytran@example.com,1983-03-03,Basic,Brazil,Bank Transfer
973,Jennifer Barnett,carrie52@example.com,2016-10-05,Standard,British Virgin Islands,Credit Card
974,Laura Patel,thomascolin@example.org,2011-09-06,Basic,Uruguay,Credit Card
975,Peter Ponce,andrew65@example.com,2021-04-06,Basic,Palau,Bank Transfer
976,,jenniferdavis@example.net,2018-04-06,Standard,Holy See (Vatican City State),Credit Card
977,Jason Stone,aguilaramanda@example.com,2015-04-04,Basic,Lao People's Democratic Republic,Credit Card
978,Robert Robertson,joshuafernandez@example.com,2018-05-10,Basic,French Southern Territories,Credit Card
979,Ian Harris,allenkenneth@example.org,2022-06-08,Standard,Morocco,Bank Transfer
980,Lisa Phillips,invalid_email,2005-05-18,Basic,Australia,Bank Transfer
981,Luke Riley,ashaw@example.org,2021-10-05,Standard,Denmark,Bank Transfer
982,Logan Whitehead,robert64@example.com,1983-07-19,Standard,Tonga,PayPal
983,Richard Hill,dennis91@example.org,1971-11-25,Premium,France,Credit Card
984,Kim Anderson,christinacox@example.org,2020-11-07,Premium,Bulgaria,Credit Card
985,Justin Warren,yrandolph@example.net,1989-01-05,Basic,Saint Pierre and Miquelon,Bank Transfer
986,Bryan Hughes,gregoryjames@example.com,2012-03-03,Premium,Barbados,Credit Card
987,Christian Huerta,brittanychristian@example.org,1983-09-18,Premium,Angola,PayPal
988,Donald Walters,amanda18@example.net,1984-05-05,Premium,Croatia,Credit Card
989,,waynecombs@example.net,1991-08-07,Basic,Heard Island and McDonald Islands,Bank Transfer
990,William Cole,jwilliams@example.com,1972-06-30,Standard,Tuvalu,PayPal
991,Richard Adams,robert43@example.net,1979-06-11,Standard,Dominican Republic,Credit Card
992,Steven Morris,anne34@example.com,1974-01-21,Basic,Pitcairn Islands,Credit Card
993,Sean Arias,wigginsmiranda@example.net,2001-04-23,Standard,Estonia,Bank Transfer
994,Phillip Rodriguez,salexander@example.org,2013-01-08,Standard,Guinea-Bissau,Credit Card
995,Ronnie Rodriguez,gregory91@example.net,1981-10-30,Standard,Colombia,PayPal
996,Megan Love,rebecca07@example.com,2007-12-20,Standard,Nauru,Credit Card
997,Rebecca Lewis,johnsonalicia@example.org,2013-06-03,Standard,Vanuatu,Credit Card
998,Jennifer Smith,phillipsmelinda@example.org,1986-11-13,Standard,Japan,Credit Card
999,Michael Blackwell,kristinsmith@example.com,1978-11-20,Standard,Jersey,Credit Card
1000,Katherine Blake,harrisonashley@example.net,1976-03-10,Premium,Indonesia,PayPal
545,William Hardin,izuniga@example.com,2018-12-23,Basic,Fiji,PayPal
285,Seth Burton,probles@example.org,2007-06-23,Premium,Brazil,Credit Card
287,Denise Acosta,dhunt@example.net,1978-11-19,Premium,Myanmar,Bank Transfer
929,Sharon Henderson,pfoster@example.com,2018-09-30,Premium,Taiwan,Credit Card
232,Debbie Gibson,jrichardson@example.org,2012-11-28,Premium,Honduras,PayPal
594,Angela Williams,williamssarah@example.com,1984-06-09,Standard,Kenya,PayPal
102,Taylor Riley,smithmanuel@example.org,1985-09-13,Basic,Portugal,PayPal
33,Monica Winters,donald79@example.net,1984-09-02,Basic,Marshall Islands,PayPal
86,Joseph Eaton,ltaylor@example.net,1977-07-07,Premium,Mauritania,PayPal
770,,devin85@example.org,1999-07-22,Premium,French Polynesia,Bank Transfer
